EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
460901905,WRITE A HOUSE,% TOBY BARLOW,1540 CHATEAUFORT PL,DETROIT,MI,48207-2717,0,3,3,1000,201411,1,15,0,1,1,201312,0,0,1,0,12,0,0,0,L25,
460951845,WESLEYAN COMMUNITY CHURCH DETROIT,,10421 W 7 MILE RD,DETROIT,MI,48221-1964,2079,3,9,7200,197005,1,10,0,5,1,,0,0,6,0,12,,,,,
460960142,BREAKING CHAINS OUTREACH MINISTRIES,% BCOM,19603 REGENT DR,DETROIT,MI,48205-1837,0,3,3,7000,201410,1,10,0,1,1,,0,0,6,0,12,,,,X21,BCOM
461006876,NATURAL MOMMA ME INITIATIVE,% AISHA L YOUNG,14165 WESTWOOD ST,DETROIT,MI,48223-2818,0,3,3,2000,201404,1,15,0,1,1,201409,0,0,2,0,9,0,0,0,P30,
461020611,MADE IN THE MARKET INC,% DANIEL MCCARTHY,2448 MARKET ST,DETROIT,MI,48207-4516,0,3,3,1000,201402,1,16,0,1,1,201406,0,0,2,0,6,0,0,0,J30,
461025217,LIFE IS LEARNING LOVE YOURSELF INC,% LATICIA M BOLDEN,10721 E JEFFERSON AVE UNIT 14501,DETROIT,MI,48214-7424,0,3,3,1000,201311,1,15,0,1,1,,0,0,1,0,12,,,,O01,
461033247,DETROIT TRIPLE T FOUNDATION,% TERRY CANTY,14465 FAIRMOUNT DR,DETROIT,MI,48205-1273,0,3,3,2000,201311,1,15,0,1,1,201412,0,0,2,0,12,0,0,0,N60,TRIPPLE T
461075018,POWERFUL MEN OF DESTINY OUTREACH MINISTRIES,% DWIGHT CRANK,15533 INVERNESS ST,DETROIT,MI,48238-1543,0,3,3,1000,201305,1,15,0,1,1,201412,0,0,2,0,12,0,0,0,J21,
461093875,AMERICAN YOUTH FOOTBALL INC,,873 W BOSTON BLVD,DETROIT,MI,48202-1407,5277,3,9,1000,200510,1,16,0,1,1,,0,0,1,0,12,,,,N65,DETROIT SHARKS YOUTH ORGANIZATION
461189501,K-9 SAFETY PARTNERS OF THE GROSSE POINTES,% ANDREW RICHNER,500 WOODWARD AVE STE 3500,DETROIT,MI,48226-3485,0,3,3,1000,201306,1,15,0,1,1,201412,0,0,2,0,12,0,0,0,M126,
461206373,MICHIGAN ASSOCIATED PRESS MEDIA EDITORS ASSOCIATION,% PATTI BAKER,300 RIVER PLACE DR STE 2400,DETROIT,MI,48207-5064,0,6,3,1000,201406,2,0,0,5,1,201312,0,0,2,0,12,0,0,0,A99,
461233632,HANDS ON BOXING GYM INC,% DEQUAN MARION,5620 E 7 MILE RD,DETROIT,MI,48234-2526,0,3,3,1000,201306,1,15,0,1,1,201412,0,0,2,0,12,0,0,0,N60,
461241082,PLACES AND SPACES,% DAVID LEAK,19811 SHAFTSBURY AVE,DETROIT,MI,48219-2181,0,3,3,1200,201408,1,15,0,1,1,201412,0,0,2,0,12,0,0,0,B99,
461266821,RIPPLING HOPE,% LAWRENCE E MARTIN,PO BOX 27499,DETROIT,MI,48227-0499,0,3,3,7000,201302,1,15,0,1,1,201209,2,3,1,0,9,11276,70276,70276,X99,
461280802,DETROIT MUSIC CORP,% MAYA STOVALL,3300 GRATIOT AVE,DETROIT,MI,48207-2324,0,3,3,1000,201405,1,15,0,1,1,201312,0,0,2,0,12,0,0,0,A65,FINITE STUDIOS DETROIT DANCE PROJEC
461325946,PONYRIDE,% PHILLIP COOLEY,1401 VERMONT ST,DETROIT,MI,48216-1872,0,3,3,1000,201408,1,16,0,1,1,201312,1,4,1,0,12,2578,128559,128559,P20,
461331852,SANKOFA LIFE,,18734 WOODWARD AVE,DETROIT,MI,48203-1965,0,3,3,1000,201407,1,15,0,1,1,201312,4,4,1,0,12,226549,127679,127679,P20,
461371486,JOHNSON FAMILY SERVICES INC,% MARGARET JOHNSON,13900 LONGACRE ST,DETROIT,MI,48227-1355,0,3,3,1000,201302,1,15,0,1,1,,0,0,1,0,9,,,,L41,
461475531,BREAKAWAY FROM POVERTY FOUNDATION INC,% BRYAN DANIEL,3434 CHENE UNIT123,DETROIT,MI,48207-7700,0,3,3,1000,201303,1,15,0,1,1,201412,0,0,2,0,12,0,0,0,P20,
461509443,AVANTI SUMMER MUSICFEST,% DENISE NEVILLE,535 GRISWOLD ST STE 111-504,DETROIT,MI,48226-3604,0,3,3,2000,201407,1,15,0,1,1,201308,1,4,1,0,8,4226,132391,132391,A68,
461540360,HIGHLAND PARK HEALTH CENTER,,5557 CASS AVE,DETROIT,MI,48202-3615,0,3,3,2100,201405,1,12,0,1,1,,0,0,1,0,12,,,,E32,
461610436,ALL WORTHY OF LOVE,% LINDSEY FISCHER,2727 SECOND AVENUE SUITE 237,DETROIT,MI,48201-2658,0,3,3,1000,201406,1,15,0,1,1,201409,0,0,2,0,9,0,0,0,P99,LINDSEY FISCHER MBR
461647111,PERFECTING FELLOWSHIP INTERNATIONAL INC,% CINDY FLOWERS,7616 E NEVADA ST,DETROIT,MI,48234-3284,0,3,3,1000,201408,1,15,0,1,1,201312,3,5,1,0,12,33101,527955,526329,Z99,
461669548,A HAND UP COMMUNITY ACTION AGENCY,,14046 BRINGARD DR,DETROIT,MI,48205-1240,0,3,3,1000,201406,1,15,0,1,1,,0,0,2,0,9,,,,P99,A HAND UP
461681661,BROTHERHOOD OATH MENTORING SERVICES,,18477 OAKFIELD ST,DETROIT,MI,48235-3058,0,3,3,1000,201408,1,15,0,1,1,201312,0,0,2,0,12,0,0,0,O99,
461826126,UNIVERSAL EMPOWERMENT CENTER FOR WOMEN CHILDREN AND FAMILIES INC,% LISA M HUNT,17550 WHITCOMB ST,DETROIT,MI,48235-2812,0,3,3,1200,201307,1,15,0,1,1,201412,0,0,2,0,12,0,0,0,P40,
461840532,CRESCENDO DETROIT,,18696 CHERRYLAWN ST,DETROIT,MI,48221-2046,0,3,3,2000,201406,1,15,0,1,1,201412,0,0,2,0,12,0,0,0,A60,
461881407,HANDZONALL INC,,18859 SAINT AUBIN ST,DETROIT,MI,48234-1220,0,3,3,1000,201406,1,15,0,1,1,201412,0,0,2,0,12,0,0,0,P20,
461898090,BLIGHT AUTHORITY,% WILLIAM JOHN PULTE,719 GRISWOLD STREET SUITE 820-129,DETROIT,MI,48226-3360,0,3,3,1000,201406,1,15,0,1,1,201312,4,5,1,0,12,194125,648939,648939,R99,
461916238,DYNAMIC FITNESS AND DANCE ARTISTRY INC,,5358 SEEBALDT ST,DETROIT,MI,48204-4233,0,3,3,2000,201406,1,15,0,1,1,,0,0,2,0,12,,,,P99,
461959317,CHANGE AGENT CONSORTIUM,,15122 W CHICAGO ST,DETROIT,MI,48228-2357,0,3,3,1000,201309,1,15,0,1,1,,0,0,1,0,12,,,,P80,
462027270,DETROIT FIELD OFFICE MWR,% DHS ICE ERO,333 MT ELLIOTT STREET,DETROIT,MI,48207-4478,0,4,3,2000,201305,1,0,0,1,1,201312,0,0,2,0,12,0,0,0,J03,
462028020,AHAVAS AVRAHAM FOUNDATION,% WILLIAM SIDER,333 W FORT ST,DETROIT,MI,48226-3154,0,3,3,1000,201407,1,4,0,1,1,201312,4,4,0,1,12,154771,448007,,P11,
462033413,NATIONAL VETERAN BUSINESS DEVELOPMENT COUNCIL,,325 E CRESCENT LN,DETROIT,MI,48207-5002,0,3,3,1200,201404,1,16,0,1,1,201312,0,0,2,0,12,0,0,0,B60,
462060421,HELPING PEOPLE EXPERIENCING HARDSHIPS,% TONYA LOVETT,5968 LENOX ST,DETROIT,MI,48213-3568,0,3,3,1000,201412,1,15,0,1,1,201312,0,0,2,0,12,0,0,0,P85,
462137938,ROBERT A SACCARO FOUNDATION,% JOHN M CHASE JR,645 GRISWOLD ST STE 3180,DETROIT,MI,48226-4213,0,3,3,1000,201409,1,4,0,1,1,,0,0,0,1,12,,,,T20,
462153269,LAUNCH PAD DETROIT,% LISA WALINSKE,14456 E JEFFERSON AVE,DETROIT,MI,48215-2934,0,3,3,1200,201407,1,15,0,1,1,,0,0,2,0,10,,,,P20,
462159872,KNIGHTS OF PETER CLAVER,% GUSSIE SEAY FINANCIAL SECRETARY,15770 PINEHURST ST,DETROIT,MI,48238-1032,1957,8,9,1000,196810,2,0,279265029,5,1,,0,0,1,0,12,,,,,299 ST PETER CLAVER COURT
462160504,MOTHER RUCKS HOMES,,12612 MEMORIAL ST,DETROIT,MI,48227-1227,0,3,3,1000,201309,1,15,0,1,1,201312,0,0,2,0,12,0,0,0,P20,
462170914,SPREAD ART INC,% THOMAS BELL,1465 VINEWOOD ST,DETROIT,MI,48216-1430,0,3,1,1000,201409,1,16,0,1,1,201406,0,0,2,0,6,0,0,0,A20,
462233211,XCEPTIONAL TIES THAT BOND,% NAKIA CHAMPION,PO BOX 27832,DETROIT,MI,48227-0832,0,3,3,1000,201408,1,15,0,1,1,201412,0,0,2,0,12,0,0,0,J20,
462252476,SOUTHWEST ECONOMIC SOLUTIONS,,5716 MICHIGAN AVE,DETROIT,MI,48210-3039,0,3,3,1200,201410,1,15,0,1,1,,0,0,1,0,9,,,,P51,
462263826,LOVE WEAR YOU LIVE TOO,,12826 LIVERNOIS AVE,DETROIT,MI,48238-3108,0,3,3,1000,201410,1,15,0,1,1,,0,0,1,0,12,,,,P20,
462283573,BIG MAMAS KIDS,,9258 MINOCK ST,DETROIT,MI,48228-1760,0,3,3,1000,201406,1,15,0,1,1,,0,0,2,0,12,,,,P99,
462362689,STOP CRIME AMONG DETROIT YOUTH,% BISHOP CORLETTA VAUGHN,1745 E GRAND BLVD,DETROIT,MI,48211-3145,0,3,3,1200,201403,1,15,0,1,1,201312,0,0,2,0,12,0,0,0,O50,S C A D Y
462389560,NEW BEGINNINGS LIFE CENTER,% ROCHELLE C WHITE,12434 E 7 MILE RD,DETROIT,MI,48205-2155,0,3,3,1000,201504,1,15,0,1,1,,0,0,2,0,12,,,,S20,
462405693,ARRANGING RESOURCES TO EMPOWER MINDS EVERYWHERE,% SHANTELLE CAVIN,1534 SAINT CLAIR ST,DETROIT,MI,48214-4059,0,3,3,1000,201312,1,15,0,1,1,,0,0,2,0,12,,,,B80,
462408286,DETROIT FOOD & ENTREPRENEURSHIP ACADEMY,% NOAM KIMELMAN,4444 2ND AVE,DETROIT,MI,48201-1216,0,3,3,1200,201308,1,15,0,1,1,201412,4,4,1,0,12,180188,324588,324588,B90,DETROIT FOOD ACADEMY
462451447,SOUTHWEST DETROIT COMMUNITY BENEFITS COALITION,% LEOR BARAK,812 S WESTEND ST,DETROIT,MI,48209-2760,0,3,3,1200,201410,1,15,0,1,1,,0,0,1,0,12,,,,S20,
462499615,DETROIT CHILDRENS FUND,% DANIELLE OLEKSZYK,100 TALON CENTRE DR SUITE 150,DETROIT,MI,48207-4266,0,3,3,2000,201311,1,15,0,1,1,201312,0,0,2,0,12,0,0,0,T30,
462504552,DETROIT EASTSIDE RAIDERS YOUTH SPORTS,% CHARLES CAINE,500 RIVER PLACE DR APT 5123,DETROIT,MI,48207-5059,0,3,3,2000,201407,1,15,0,1,1,201312,1,3,2,0,5,116,41446,37397,N65,
462537988,MARYS ADULT TRANSITIONAL HOUSING,% FAYE SANDERS,15444 STEEL ST,DETROIT,MI,48227-4034,0,3,3,1000,201308,1,15,0,1,1,201312,0,0,2,0,12,0,0,0,W30,
462543451,HERMON MCMURRAY SR COMMUNITY DEVELOPMENT CORPORATION,% PASTOR NICK RAMSEY,11301 WYOMING ST,DETROIT,MI,48204-1949,0,3,3,1000,201406,1,15,0,1,1,,0,0,2,0,12,,,,Z99,
462668237,BALL FOUNDATION OF MICHIGAN,% RANDY J HENRY,PO BOX 44103,DETROIT,MI,48244-0103,0,3,3,1000,201408,1,15,0,1,1,,0,0,2,0,12,,,,O99,
462701303,DETROIT RECOVERY PROJECT FOUNDATION,% DETROIT RECOVERY PROJECT FOUNDATI,1121 E MCNICHOLS RD,DETROIT,MI,48203-2857,0,3,3,2100,201311,1,15,0,1,1,,0,0,2,0,12,,,,F21,
462724740,MY VET CONNECT,,601 WASHINGTON BLVD,DETROIT,MI,48226-3130,0,3,3,1000,201407,1,16,0,1,1,,0,0,1,0,12,,,,W99,
462725559,BAILEY PARK PROJECT,% KATRINA WATKINS,3344 HENDRICKS ST,DETROIT,MI,48207-3325,0,3,3,1000,201407,1,15,0,1,1,201410,0,0,2,0,10,0,0,0,N32,
462771970,TEAM UNITED FELLOWSHIP & FRIENDS TUF&F,% TUF&F,PO BOX 442480,DETROIT,MI,48244-2480,0,3,3,1000,201409,1,15,0,1,1,201312,0,0,2,0,12,0,0,0,L99,
462780452,SOUTHWEST DETROIT COMMUNITY JUSTICE CENTER,% ANGELA REYES,1211 TRUMBULL ST,DETROIT,MI,48216-1940,0,3,3,1000,201408,1,15,0,1,1,,0,0,1,0,9,,,,I80,
462829474,LEWISVILLE INC,% VICKIE LEWIS,19315 LIVERNOIS AVE,DETROIT,MI,48221-1717,0,3,3,1000,201406,1,15,0,1,1,,0,0,1,0,12,,,,P99,
462849513,WEST SIDE CDC,% MONICA ANDERSON,6115 HARTFORD ST,DETROIT,MI,48210-1371,0,3,3,1200,201412,1,15,0,1,1,,0,0,2,0,12,,,,S20,
462898119,JACQULIN REZOLIA MCAFEE FIRST LADY FOUNDATION,% JEROME R MCAFEE,16501 EVERGREEN RD,DETROIT,MI,48219-3301,0,3,3,1000,201406,1,15,0,1,1,201312,0,0,2,0,12,0,0,0,T99,
462938040,READ ALL ABOUT IT LITERACY CENTER,% GAIL WILLIAMS,2727 SECOND AVE STE 124,DETROIT,MI,48201-2658,0,3,3,1200,201401,1,15,0,1,1,201312,0,0,2,0,12,0,0,0,B60,
462947904,INTERNATIONAL CONGRESS OF CHURCHES AND MINISTRIES,% CHARLES SHANNON,12314 BROADSTREET AVE,DETROIT,MI,48204-1438,5361,3,9,2000,200612,1,15,0,1,1,201412,0,0,2,0,12,0,0,0,X21,HOOP SLAM NOW INC
462988963,TH HAPPY GREEN FOUNDATION,,15355 PIEDMONT ST,DETROIT,MI,48223-1714,0,3,3,1000,201411,1,16,0,1,1,,0,0,2,0,12,,,,P40,
462997666,PROSPERUS DETROIT MICRO LENDING,% KIMBERLY FAISON,5716 MICHIGAN AVE STE 3000,DETROIT,MI,48210-3039,0,3,3,1000,201408,1,21,0,1,1,,0,0,1,0,12,,,,S31,
463002637,JAMES AND GRACE LEE BOGGS SCHOOL,% AMANDA ROSMAN,4141 MITCHELL ST,DETROIT,MI,48207-1620,0,3,3,1200,201406,1,11,0,1,1,201406,4,5,1,0,6,187729,672609,672609,P03,
463032061,TEAMSTERS HELPING PEOPLE,% GREG NOWAK,2741 TRUMBULL ST,DETROIT,MI,48216-1268,0,3,3,1000,201408,1,15,0,1,1,201312,0,0,2,0,12,0,0,0,Z99,
463039949,GATHERING COMMUNITY RESOURCE CENTER,% PASTOR STEPHAN L JACKSON SR,16210 MEYERS RD,DETROIT,MI,48235-4164,0,3,3,1280,201410,1,15,0,1,1,201406,0,0,2,0,6,0,0,0,S20,
463086374,FELLOWSHIP OF CHRIST MISSIONS,,12704 KILBOURNE ST,DETROIT,MI,48213-1410,0,3,3,1000,201407,1,15,0,1,1,,0,0,2,0,1,,,,X20,
463127209,DKLD ASSISTED LIVING SERVICES CORPORATION,% HAROLD HOLMES,787 W GRAND BLVD,DETROIT,MI,48216-1056,0,3,3,1000,201410,1,16,0,1,1,,0,0,2,0,12,,,,P75,
463209976,SECOND CHANCE OUTREACH INC,,220 BAGLEY ST STE 408,DETROIT,MI,48226-1452,0,3,3,1000,201408,1,15,0,1,1,201412,0,0,2,0,12,0,0,0,L21,
463218448,PINK DETROIT,% JANAE GRIGGS,983 W GRAND BLVD,DETROIT,MI,48208-2310,0,3,3,1000,201412,1,16,0,1,1,,0,0,2,0,6,,,,O50,
463261316,HOUSE OF PRAYER COMMUNITY DEVELOPMENT CORPORATION,% GEORGIA SENIOR,PO BOX 34413,DETROIT,MI,48234-0413,0,3,3,1700,201407,1,15,0,1,1,,0,0,2,0,12,,,,X99,
463298121,VIOLA M BENSON FOUNDATION,% ROBERT JOHNSON,12861 FREELAND ST,DETROIT,MI,48227-2803,0,3,3,1200,201503,1,15,0,1,1,,0,0,1,0,12,,,,P20,
463342399,HEART HELPING ELEVATE ADDICTION REHABILITATION TOGETHER,% BEVERLY BRANDON,16886 INVERNESS ST,DETROIT,MI,48221-3111,0,3,3,1200,201503,1,16,0,1,1,201412,0,0,2,0,12,0,0,0,F20,
463362126,ANCIENT MYSTICAL ORDER OF ROSAE CRUCIS,% SPHINX ATELIER TMO,20526 GRAND RIVER AVENUE STE LL,DETROIT,MI,48219-3344,1639,3,9,7100,196404,1,16,59060279,5,1,201312,0,0,2,0,12,0,0,0,,SPHINX ATELIER
463370305,NATIONAL PORTFOLIO DAY ASSOCIATION,% COLLEGE CREATIVE STUDIES,201 E KIRBY,DETROIT,MI,48202-4048,0,3,3,1000,201312,1,15,0,1,1,,0,0,1,0,6,,,,B03,
463420443,O HAIR PARK COMMUNITY ASSOCIATION,,19800 PEMBROKE AVE,DETROIT,MI,48219-2145,0,3,3,1000,201408,1,15,0,1,1,,0,0,2,0,12,,,,Z99,
463493022,SLOW FOOD USA INC,% KATHRYN UNDERWOOD,949 E GREENDALE,DETROIT,MI,48203-2125,4272,3,9,1200,200402,1,15,0,5,1,,0,0,1,0,12,,,,K40,SLOW FOOD DETROIT CENTRAL CITY
463502962,MISSION CITY,% SEMMEAL THOMAS,13624 STOUT ST,DETROIT,MI,48223-3351,0,3,3,1200,201407,1,15,0,1,1,,0,0,1,0,12,,,,O50,
463507852,GEORGE E MANNERS JR ENDOWMENT,% DAVID LARSEN/BODMAN PLC,1901 SAINT ANTOINE ST FL 6,DETROIT,MI,48226-2310,0,3,3,1000,201408,1,15,0,1,1,201412,0,0,2,0,12,0,0,0,B40,
463534278,TIMELESS MANAGEMENT INC,,9133 HUBBELL ST,DETROIT,MI,48228-2332,0,3,3,1200,201309,1,15,0,1,1,,0,0,2,0,12,,,,L20,
463580761,FAMILY MORALS OUTREACH TRAINING CENTER,,20159 SHEFFIELD RD,DETROIT,MI,48221-1313,0,3,3,1000,201407,1,15,0,1,1,,0,0,2,0,12,,,,P99,
463654437,CLUB MARAVATIO,,7104 SAINT JOHN ST,DETROIT,MI,48210-2777,0,7,3,1000,201405,2,0,0,1,1,201312,0,0,2,0,12,0,0,0,R99,
463700609,SARBO UNITY FOUNDATION,% JEWLEE WEAH TWEH,2550 W MCNICHOLS RD,DETROIT,MI,48221-3185,0,3,3,1200,201409,1,15,0,1,1,201412,1,1,2,0,12,1,4545,4545,Q33,
463728847,AMERICAN ASSOCIATION FOR ITALIAN STUDIES,% ELENA PAST,906 W WARREN 413 MANOOGIAN,DETROIT,MI,48202-0000,0,3,3,2300,201503,1,16,0,1,1,201412,0,0,2,0,12,0,0,0,B03,AAIS
463733130,IMAM JAAFAR SADEQ CENTER INC,,19111 W WARREN AVE,DETROIT,MI,48228-3344,0,3,3,1000,201412,1,10,0,1,1,201412,1,3,6,0,12,790,25924,25924,X40,
463776262,A NEW BEGINNING RECYCLING INCORPORATED,,8023 SAINT PAUL ST,DETROIT,MI,48214-2607,0,3,3,1000,201406,1,15,0,1,1,,0,0,2,0,12,,,,S99,
463851485,NORTH CORKTOWN NEIGHBORHOOD ASSOCIATION,% PAUL EMERY,3005 ROSA PARKS BLVD,DETROIT,MI,48216-1286,0,3,3,1000,201504,1,15,0,1,1,,0,0,2,0,12,,,,S20,
463871610,CHARIOTS OF ZION,,15400 CARLISLE ST,DETROIT,MI,48205-1339,0,3,3,7000,201409,1,15,0,1,1,201312,0,0,2,0,12,0,0,0,X99,
463963083,KEYS DETROIT INC,% JAAVON KUYKINDALL,277 GRATIOT AVE STE 613,DETROIT,MI,48226-2239,0,3,3,1000,201410,1,15,0,1,1,,0,0,1,0,12,,,,L20,
464029848,SUSTAINABILITY INSTITUTE OF DETROIT,,4444 2ND AVE,DETROIT,MI,48201-1216,0,3,3,1000,201407,1,15,0,1,1,201406,5,6,1,0,6,871006,1764891,899716,L02,
464065770,GLORIOUS KINGDOM CENTER INC,,15798 LIVERNOIS AVE,DETROIT,MI,48238-0000,0,2,3,1000,201503,2,0,0,1,1,,0,0,1,0,12,,,,S47,
464068556,DETROIT RECREATION FOUNDATION,% KENNIS WOOTEN,PO BOX 32848,DETROIT,MI,48232-0848,0,3,3,1000,201408,1,15,0,1,1,201312,4,4,1,0,12,174493,335746,173930,N19,
464069382,UNITE HERE,% PHILIP J DAUGHERTY,300 RIVER PLACE DR STE 2700,DETROIT,MI,48207-4265,8177,5,9,3000,199802,2,0,263261000,1,1,201412,2,3,2,0,12,11790,47265,47265,,2263 LOCAL
464101133,KEVINS SONG A NONPROFIT FOR COMMUNITY EDUCATION ON DEPRESSION,% JOHN R URSO,535 GRISWOLD ST STE 2618,DETROIT,MI,48226-3687,0,3,3,1000,201409,1,15,0,1,1,,0,0,1,0,12,,,,F99,
464167191,HOLDING HOUSE,% ANDREA ECKERT,3546 MICHIGAN,DETROIT,MI,48216-0000,0,3,3,1000,201502,1,16,0,1,1,,0,0,2,0,6,,,,A90,HOLDING HOUSE
464168386,SOAVE FAMILY CHARITABLE FOUNDATION,% YALE LEVIN,3400 E LAFAYETTE ST,DETROIT,MI,48207-4962,0,3,3,2000,201406,1,4,0,1,1,201312,1,1,0,1,12,1,1,,T99,
464174309,CORKTOWN EXPERIENCE,,1450 SIXTH ST STE C,DETROIT,MI,48226-2404,0,3,3,1000,201410,1,15,0,1,1,,0,0,2,0,9,,,,A99,
464185319,CHIEF WARRANT & WARRANT OFFICES ASSOCIATION U S COAST GUARD,% CWO JASON BARTHOLOMEW,110 MOUNT ELLIOTT ST,DETROIT,MI,48207-4319,5773,19,9,1000,201008,2,0,0,5,1,,0,0,2,0,6,,,,W30,GREAT LAKES CHAPTER CWOA
464246696,DETROIT REVIVAL ENGAGING AMERICAN MUSLIMS,% MARK CRAIN,3925 COMMONWEALTH ST APT 1,DETROIT,MI,48208-3077,0,3,3,1200,201410,1,15,0,1,1,,0,0,1,0,12,,,,P80,DREAM
464299785,METROPOLITAN MUSEUM OF DESIGN DETROIT,,1274 LIBRARY ST STE 300,DETROIT,MI,48226-2291,0,3,3,1200,201504,1,15,0,1,1,,0,0,1,0,12,,,,A51,
464320030,HOUSE OF PROVIDENCE,,PO BOX 7266,DETROIT,MI,48207-0266,0,3,3,2700,201408,1,15,0,1,1,,0,0,1,0,12,,,,P32,
464336250,GLENDA D PRICE FOUNDATION,,19460 BURLINGTON DR,DETROIT,MI,48203-1454,0,3,3,1000,201407,1,4,0,1,1,201412,4,2,0,1,12,246878,11059,,T30,
464341453,AMERICAN PROMISE SCHOOLS,% MELISSA HAMANN,15000 TROJAN ST,DETROIT,MI,48235-1680,0,3,3,1200,201409,1,15,0,1,1,201406,5,5,1,0,6,524948,774597,774597,B90,
464344121,OAKLAND AVENUE ARTISTS COALITION,,7500 OAKLAND ST,DETROIT,MI,48211-1350,0,3,3,1230,201410,1,16,0,1,1,,0,0,2,0,12,,,,A20,
464463754,MICHIGAN ASSOCIATION OF REGIONS,% AMY MALMER,1001 WOODWARD AVE STE 1400,DETROIT,MI,48226-1927,0,3,3,2000,201410,1,16,0,1,1,,0,0,2,0,6,,,,S01,
464494627,YOUTH IN MOTION,% LAKEYIA PAYNE,17656 WESTMORELAND RD,DETROIT,MI,48219-4236,0,3,3,1000,201407,1,15,0,1,1,,0,0,2,0,12,,,,O99,
464515238,AMATEUR ATHLETIC UNION OF THE UNITED STATES,% CHRISTOPHER CARTER,3742 LESLIE ST,DETROIT,MI,48238-3241,1155,3,9,1200,200509,1,15,0,1,1,,0,0,2,0,8,,,,N60,TEAM ALL OUT BASKETBALL CLUB
464576837,COLLISION WERKS INC,,221 CHALMERS ST,DETROIT,MI,48215-3159,0,3,3,1200,201408,1,15,0,1,1,,0,0,1,0,12,,,,P20,
464651843,SKILLZ FINEST TNL INC,% ALISHA LOVE,19444 PREVOST ST,DETROIT,MI,48235-2338,0,3,3,1200,201411,1,16,0,1,1,201412,0,0,2,0,12,0,0,0,N60,
464742503,FAITH 2 FAITH,% TINA POWELL,4709 ALGONQUIN ST,DETROIT,MI,48215-2020,0,3,3,7210,201409,1,15,0,1,1,,0,0,2,0,12,,,,X20,
464761950,LASTING IMPACT,% SHERRY SHORT,PO BOX 21714,DETROIT,MI,48221-0714,0,3,3,1200,201502,1,15,0,1,1,201412,0,0,2,0,12,0,0,0,O50,
464819151,NEW DAWN OF DETROIT WELLNESS GROUP,% DAWN LEWIS,19184 RUTHERFORD ST,DETROIT,MI,48235-2345,0,3,3,1000,201501,1,16,0,1,1,,0,0,2,0,4,,,,E60,
464856036,INTERNATIONAL FAMINE RELIEF FUND,% EDDIE SANDERS,15762 FORRER ST,DETROIT,MI,48227-2333,0,3,3,1000,201409,1,15,0,1,1,201312,0,0,1,0,9,0,0,0,M20,
464873153,FOUNDATION FOR DETROITS FUTURE,% ROBIN D FERRIBY,333 W FORT ST STE 2010,DETROIT,MI,48226-3134,0,3,1,1000,201403,1,21,0,1,1,,0,0,1,0,12,,,,S20,
464885673,DETROIT GREENWAYS COALITION,,PO BOX 32013,DETROIT,MI,48232-0013,0,3,3,1000,201409,1,15,0,1,1,201402,0,0,1,0,12,0,0,0,S99,
464901888,MODERN GOLF ACADEMY,,18290 WILDEMERE ST,DETROIT,MI,48221-2731,0,3,3,1000,201407,1,15,0,1,1,,0,0,1,0,12,,,,P99,
464907955,LUTHERAN REHABILITATION SERVICES,,8131 E JEFFERSON AVE,DETROIT,MI,48214-2610,9386,3,9,7000,198804,1,10,1000000,1,1,,0,0,6,0,12,,,,,
464929318,DETROIT RESTAURANT ASSOCIATION,,608 WOODWARD AVE,DETROIT,MI,48226-3450,0,6,3,1000,201410,2,0,0,1,1,,0,0,2,0,12,,,,S46,DRA
464959983,HOUSE OF MIRACLES APOSTOLIC CHURCH OF GOD,% PHAEDRA KIDD,17700 W MCNICHOLS RD,DETROIT,MI,48235-3344,0,3,3,7000,201409,1,10,0,1,1,,0,0,6,0,6,,,,X20,
464975738,SISTERS WITH EXTREMELY AMAZING PURPOSE,,19793 GOULBURN ST,DETROIT,MI,48205-1614,0,3,3,1000,201411,1,15,0,1,1,201411,0,0,2,0,11,0,0,0,O50,NON PROFIT ORGANIZATION
464989289,CARRY THE WORD MINISTRIES,% CECILE MASSEY,17625 HOOVER ST,DETROIT,MI,48205-3115,0,3,3,1000,201408,1,15,0,1,1,,0,0,1,0,12,,,,Z99,
465000206,ETA PHI BETA SORORITY INC,% DORIS WILSON,19983 LIVERNOIS AVE STE B,DETROIT,MI,48221-1299,5013,6,9,2000,197802,2,0,36041031,5,1,201412,0,0,2,0,12,0,0,0,,EPSILON BETA
465007159,DETROIT SPARTANS YOUTH ORGANIZATION,% LONA A COUNCIL,15710 DEXTER AVE,DETROIT,MI,48238-1304,0,3,3,2000,201411,1,15,0,1,1,,0,0,1,0,12,,,,N50,
465008399,UNITY CENTERS OF HOPE INC,% CLARENCE HADDON,13001 FENKELL ST,DETROIT,MI,48227-4068,0,3,3,1000,201407,1,15,0,1,1,,0,0,2,0,12,,,,P99,
465042795,GREGORYS COMMUNITY HELP CENTER,% GREGORY JOHNSON,3627 FREDERICK ST,DETROIT,MI,48211-3167,0,3,3,1000,201407,1,15,0,1,1,,0,0,2,0,12,,,,W99,
