EIN,name
382488861,INTERNATIONAL UNION UNITED AUTO AEROSPACE & AGRICULTURAL WORKERS
382489446,FAMILY MOTOR COACH ASSOCIATION
382490781,ASSOCIATION OF CORPORATE COUNSEL
382491540,HOSANNA CHURCH OF GOD IN CHRIST INC
382492836,DETROIT WRITERS GUILD
382499962,LEWISITE INC
382500362,GREENACRES-WOODWARD CIVIC ASSOCIATION INC
382501329,BREAD OF LIFE MISSIONARY TEMPLE
382502462,CHRISTIAN METHODIST EPISCOPAL CHURCH
382505597,MUSTARD TREE CO-OPERATIVE INC
382509863,BLITHESOME HOME INC
382510263,THE BUTZEL LONG CHARITABLE TRUST
382511414,CRAIG MEMORIAL TABERNACLE INC
382513748,JAMISON TEMPLE MISSIONARY BAPTIST CHURCH
382514380,TRUE VINE TEMPLE APOSTLE FAITH CHURCH
382516111,ZION CHAPEL CHURCH OF CHRIST HOLI- NESS U S A
382516641,MILITARY ORDER OF THE PURPLE HEART SERVICE AND REHABILITATION OFFICE
382518142,NEW CREATION CHURCH OF THE APOSTILIC FAITH
382518946,SAINT JOHN CONGREGATIONAL CHURCH INC
382522670,GREATER DEQUINDRE CHURCH OF GOD IN CHRIST INCORPORATED
382526244,GENESIS LUTHERAN CHURCH
382528996,CELESTIAL TABERNACLE BAPTIST CHURCH
382529146,DETROIT FOUNDATION FOR THE ARTS
382530381,NEW CHRISTIAN LIBERTY MISSIONARY BAPTIST CHURCH
382530623,NATIONAL COALITION OF 100 BLACK WOMEN DETROIT MI CHAPTER
382530980,COMMUNITY FOUNDATION FOR SOUTHEAST MICHIGAN
382532035,DETROIT CHAPTER OF THE NATIONAL ASSOCIATION OF BLACK JOURNALISTS
382534151,WE CARE NON PROFIT HOUSING CORPORATION
382534392,LUTHERAN HOUSING CORPORATION OF ALPENA
382534394,LUTHEREN HOUSING CORPORATION OF FLAT ROCK
382535519,UNIVERSAL IN CHRIST TRUTH RESOURCE CENTER
382536444,BOYS HOPE GIRLS HOPE
382536600,EVANGELIST DISPATCH MINISTRIES
382537427,MEDICAL CENTER EMERGENCY SERVICES
382537585,CREATIVE MANY MICHIGAN INC
382538970,QUALITY THEATRICAL PLAYERS
382539852,CROSSROADS OF MICHIGAN
382540025,ST PAUL APOSTOLIC TEMPLE
382540622,FRONTLINE MINISTRIES INC C/O REVEREND TEAMOS W HOGAN
382541401,CARING KIDS
382544208,CENTER FOR SELF DISCOVERY CHURCH
382546416,LIVING CHURCH OF TODAY
382546427,CHRIST THE LORD CHRISTIAN CENTER BAPTIST
382549361,TEMPLE BETH EL OF MARQUETTE
382549475,WYOMING AVE CHURCH OF CHRIST
382551269,GOSPEL TRUTH TABERNACLE OF GOD
382554384,WESTSIDE CULTURAL & ATHLETIC CLUB
382554908,ALL NATIONS CONGREGATIONAL CHURCH OF GOD IN CHRIST
382556668,THE TRIANGLE FOUNDATION
382556721,WOLVERINE CHAPTER 67 WAC VETERANS ASSOCIATION
382559040,MUSLIM CENTER
382559452,GODS NONDENOMINATIONAL OUTREACH MINISTRY OF TRUTH
382559558,BLANCHARD FOUNDATION
382560139,LANDMARK SPIRITUAL TEMPLES OF DELIVERANCE INC
382560238,IMMANUEL CHRISTIAN CHURCH
382560656,EASTSIDE MOTHERS CLUB
382561225,WARREN-CONNER DEVELOPMENT COALITION INC
382561292,DOWNTOWN OUTREACH CORPORATION INC
382561751,NATIONAL BLACK DATA PROCESSING ASSOCIATES INC
382562709,DMC EDUCATION & RESEARCH
382567116,PEOPLES CREATIVE ENSEMBLE INC
382567552,NEW CENTER INN COMPANY
382571767,LEGACY DMC
382573541,GREATER FAITH MISSIONARY BAPTIST CHURCH
382574820,TRUE FAITH BAPTIST CHURCH
382574998,NEW TRUE WORD BAPTIST CHURCH
382575307,GROSFELD FOUNDATION
382581881,INTERNATIONAL LEAGUE OF MUSLIM WOMEN INC
382584640,UAW-FORD LEGAL SERVICES PLAN TRUST FOR UAW REPRESENTED HOURLY
382586568,METROPOLITAN CHILDREN AND YOUTH INC
382587064,EFFECTIVE ALTERNATIVE COMMUNITY HOUSING SERVICES
382587734,WORD OF POWER APOSTOLIC CHURCH
382591617,SACRED PORTALS FULL GOSPEL TABERNACLE
382593772,LUTHERAN SENIOR HOUSING OF CHEBOYGAN
382593950,CITY OF HOPE CHURCH
382596841,BRAZEAL DENNARD CHORALE
382598361,INTERNATIONAL UNION UNITED AUTO AEROSPACE & AGRICULTURAL WORKERS
382600090,UAW STAFF LEGAL SERVICES PLAN & FUND TRUST
382600945,CHRIST CATHEDRAL OF TRUTH FOR BETTER LIVING
382603066,BOWMAN FAMILY CARE HOME I INC
382605030,METROPOLITAN NORTHWEST
382605271,HISTORIC TRINITY INC
382605272,MICHIGAN WOODWORKERS GUILD
382607661,WORD OF TRUTH OF JESUS CHRIST INC
382609947,DETROIT SYMPHONY ORCHESTRA ENDOWMENT TRUST FUND II
382610277,ZETA STORKS NEST FOUNDATION
382613037,GREATER WORKS INC
382614561,MOTOWN HISTORICAL MUSEUM INC
382615820,GREATER NEW LIGHT MISSIONARY BAPTIST CHURCH
382620310,MOUNT OLIVE EAST MISSIONARY BAPTIST CHURCH
382622732,CORE CITY NEIGHBORHOODS
382623299,BROADSIDE PRESS
382626364,FOUNTAIN OF TRUTH MISSIONARY
382628335,AMERICAN LEGION FORD MOTOR POST 173
382628950,RITTER HOMES INC
382633399,ISRAEL MISSIONARY BAPTIST CHURCH
382634369,CHURCH OF THE FIRST BORN BIBLE TRAINING CENTER
382634592,MICHIGAN LABOR HISTORY SOCIETY
382634766,RISING STAR CHRISTIAN CHURCH ASSOCIATION INC
382635840,LOVE OF GOD MINISTRIES & TRAINING CENTER
382636712,ZOAR LUTHERAN CHURCH
382636826,GODS KINGDOM FULL TEACHING MINISTRY
382638328,PURE IN HEART CRUSADE FOR CHRIST OUTREACH CHURCH APOSTOLIC FAITH
382638782,EL-BETH-EL TEMPLE
382640088,DOWNRIVER COVEANT CHURCH INC
382642533,ST ELIAS UNIVERSAL ORTHODOX CHURCH
382646924,HEAT AND WARMTH FUND
382647190,GRAY & GRAY PRODUCTIONS
382653085,JESUS TABERNACLE OF DELIVERANCE CHURCH-A ECCLESIASTICAL
382654903,NEW CENTER COMMUNITY MENTAL HEALTH PROPERTIES CORPORATION
382660447,HOUSE OF SALVATION MISSIONARY BAPTIST CHURCH
382670697,KNIGHTS OF COLUMBUS
382670959,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES
382672000,SOUTHWEST SOLUTIONS INC
382672359,HARTFORD HEAD START AGENCY
382673763,RESURRECTION PROMISE CHURCH
382674852,SOLID ROCK MISSIONARY BAPTIST CHURCH II
382675925,VETERANS OF FOREIGN WARS OF THE US DEPT OF MICHIGAN LADIES AUXILIARY
382675973,VETERANS OF FOREIGN WARS OF THE US DEPT OF MICHIGAN LADIES AUXILIARY
382676572,LITTLE CAESARS LOVE KITCHEN INC
382678908,THE WORD CHRISTIAN CHURCH
382680097,GREGORY J REED SCHOLARSHIP FOUNDATION
382680385,REFUGE APOSTOLIC FAITH CHURCH
382680633,JESUS PRAYER CENTER CHURCH
382681083,TOP LADIES OF DISTINCTION INC
382681646,AMERICAN LEGION
382682278,THE UNIVERSAL CHRIST TEMPLE
382682319,INKSTER PUBLIC SCHOOLS RETIREES AND SPOUSES
382682321,CLARENCE S LIVINGOOD LECTURESHIP AND EDUCATION FUND
382683345,BUSBY MEMORIAL EDUCATIONAL FUND
382684772,THE PARADE COMPANY
382685154,AGAPE FELLOWSHIP OF THE SAVIOR C/O RODERICK D BYRD
382686133,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES
382689979,THE MICHIGAN WOMENS FOUNDATION
382690117,VSA MICHIGAN
382691478,UAW CHRYSLER SKILL DEVELOPMENT & TRAINING PROGRAM
382697966,GREATER WORKS TABERNACLE
382699223,MT SEIR MISSIONARY BAPTIST CHURCH
382701299,NORTHSTAR COMMUNITY DEVELOPMENT CORPORATION
382702891,BLACK CATHOLIC TELEVANGELIZATION NETWORK
382704374,COMMUNITY HEALTH AWARENESS GROUP
382705392,VIETNAM VETERANS OF AMERICA INC
382705713,AMAZING GRACE OF GOD MINISTRIES
382708025,HABITAT FOR HUMANITY DETROIT
382708322,IMPROVED BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE WORLD
382708636,DTE ENERGY FOUNDATION
382709452,DETROIT EAST PROPERTIES INC
382711838,CHRIST JESUS CHURCH OF DELIVERANCE
382712609,BAYVIEW YACHT CLUB JUNIOR SAILORS INC
382714818,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES
382715482,DETROIT FIRE FIGHTERS FOUNDATION
382715901,MEL STRAIGHT MINISTRIES A/K/A VICTORY BIBLE CHURCH
382716923,RENAISSANCE BAPTIST CHURCH
382717596,THE NEW GREATER FUTURE TEMPLE
382718108,LIVNG WORD CHURCH INC
382718559,WHOLE TRUTH CHURCH OF GOD IN CHRIST
382719235,ASSET SERVICES INC
382719601,THE RESURRECTED CHRIST MISSIONARY BAPTIST CHURCH
382719610,WAYNE COUNTY UNEMPLOYED COUNCIL
382719621,HEALTH EMERGENCY ASSISTANCE OF DETROIT
382719953,MOSES TEMPLE BAPTIST CHURCH
382722912,WEST VILLAGE COMMERCIAL DEVELOPMENT CORPORATION
382723249,LOYAL TEMPLE BAPTIST CHURCH
382723417,LOMAX TEMPLE A M E ZION CHURCH
382724796,DETROIT HEALTH CARE FOR THE HOMELESS
382724952,JUDAH LIFE IN PRAISE MINISTRIES INTL OF WAYNE CNTY STATE OF MI
382726270,H-LINE INCORPORATED
382728545,HOUSE OF PRAYER OF MIRACLES
382733619,CATHEDRAL OF HOPE
382734664,JAMES E WADSWORTH JR COMMUNITY CENTER
382739884,BLACK CAUCUS FOUNDATION OF MICHIGAN
382742389,HEALING FOR THE PEOPLE MINISTRIES
382742935,LET MY PEOPLE GO EVANGELISTIC MINISTRIES
382746810,CARING ATHLETES TEAM FOR CHILDRENS AND HENRY FORD HOSPITALS
382747850,DPOA CHARITABLE FUND INC
382754996,WAT LAO BUDDHARAM BUDDHIST TEMPLE
382757029,LESLIE L SQUIRES FOUNDATION
382758386,GOLDEN GATE MISSIONARY BAPTIST CHURCH
382758855,JUST LOVE MINISTRY
382760152,NATIONAL BLACK MBA ASSOCIATION DETROIT CHAPTER
382763133,KNIGHTS OF COLUMBUS
382763425,LIVING TRUTH TEMPLE
382765416,NORTHEND YOUTH IMPROVEMENT COUNCIL
382766412,ALTERNATIVES FOR GIRLS
382766597,VICTORY CHRISTIAN CENTER
382766926,FIRST GLORY BAPTIST CHURCH
382767379,ARTSPECTRUM
382767870,UNITY BAPTIST CHURCH OF DETROIT MICHIGAN
382768088,WAYNE COUNTY MEDICAL SOCIETY FOUNDATION
382769716,NATIONAL AIR TRAFFIC CONTROLLERS ASSOCIATION
382770861,AGAPE MINISTRIES CHURCH INCORPORATED
382770915,CHRISTIAN SOLDIER TABERNACLE
382773804,MANHOOD INC
382776510,NEW WHITESTONE BAPTIST CHURCH
382779863,CHRISTIAN FELLOWSHIP CHURCH OF DETROIT
382781174,DETROIT BLACK DEAF ADVOCATES
382783051,GREATER HOLY TEMPLE OF TRUTH CHURCH OF GOD IN CHRIST
382784121,MICHIGAN PROGRESSIVE BAPTIST CONVENTION
382784127,LAST DAYS MINISTRY
382784675,THE TUSKEGEE AIRMEN NATIONAL HISTORICAL MUSEUM
382787509,SAVING OUR KIDS SOK
382788349,DETROIT PERFORMING ARTISTS INC
382789162,PURE WORD MISSIONARY BAPTIST CHURCH
382789589,COMMUNITY TELECOMMUNICATIONS NETWORK
382791823,HENRY FORD WYANDOTTE HOSPITAL
382795471,SCOTT COMMUNITY CENTER INC
382801472,SPREADING LOVE GOSPEL TEMPLE
382801631,SERENITY MINISTRIES INC
382802267,DETROIT WINDSOR DANCE ACADEMY
382802889,RAVENDALE COMMUNITY INC
382804599,DELIVERANCE CENTER
382806142,DAVID A HARMON MEMORIAL SCHOLARSHIP FUND COMMITTEE INCORPORATED
382807584,HELLENIC MUSEUM OF MICHIGAN
382809806,WE LOVE MINISTRIES INC
382810323,U SNAP BAC INC
382812258,KIM LOGAN COMMUNICATIONS CLINIC INC
382812400,NORTH AMERICAN MALTESE ASSOCIATIONS INC
382812759,BAGLEY COMMUNITY COUNCIL INC
382813458,JORDAN RIVER MISSIONARY BAPTIST CHURCH
382814871,FELLOWSHIP DISTRICT ASSOCIATION
382815076,FAITH REDEMPTION CENTER CHURCH OF GOD IN CHRIST
382815534,IRENE M AUBERLIN FOUNDATION
382817075,SOBRIETY HOUSE ALUMNI ASSOCIATION
382821268,CHRISTIAN TRAINING CENTER CHURCH
382821863,WAYSIDE MISSIONARY BAPTIST CHURCH
382822868,DETROIT ADVERTISING ASSOCIATION
382823451,MICHIGAN CANCER SOCIETY
382823550,ALPHA PI CHI NATIONAL SORORITY
382824252,GREATER NEW TESTAMENT MISSIONARY BAPTIST CHURCH
382824772,DETROIT COMMUNITY HEALTH CONNECTION INC
382825768,MOUNT ZION TEMPLE OF DETROIT INCORPORATED
382826500,NEW JERUSALEM TEMPLE MBC
382827377,PRESERVATION DETROIT
382827795,DETROIT THEATER ORGAN SOCIETY INC
382829901,DELTA MANOR INC
382831910,ARTS & SCRAPS
382832819,SURVIVAL INC
382832969,OPTIMIST CLUB FOUNDATION OF CENTRAL DETROIT
382834537,JAMES TATUM FOUNDATION FOR THE ARTS INC
382837189,CHURCH OF THE LIVING GOD
382837636,COMMUNITY SERVICE COMMUNITY DEVELOPMENT
382842051,SIGMA PHI ALPHA DENTAL HYGIENE HONOR SOCIETY
382842635,ALMIGHTY GOD MISSIONARY TABERNACLE
382843769,DETROIT LITERACY COALITION
382843816,WAYNE COUNTY KIDSPACE INC
382846173,FAMILY OF GOD BAPTIST CHURCH
382846932,GREATER FAITH TEMPLE APOSTOLIC CHURCH OF CHRIST
382849981,CANDY PRODUCTIONS
382853046,EPHESUS MISSIONARY BAPTIST CHURCH
382853067,NEW TESTAMENT HEALING TEMPLE INTERNATIONAL CHRISTIAN CENTER INC
382853557,GREATER EASTSIDE HEALING TABERNACLE
382857628,MICHIGAN VETERANS FOUNDATION INC
382857630,RESURRECTION MINISTRIES INC
382861822,NEW HOPE TABERNACLE
382862601,GREATER APOSTOLIC FAITH TEMPLE
382863581,PRAYER TEMPLE APOSTOLIC CHURCH INC
382866912,JEFFERSON-CHALMERS NON-PROFIT SENIOR HOUSING CORPORATIONN
382870392,PROLITERACY DETROIT
382872704,CHRISTIAN METHODIST EPISCOPAL CHURCH
382874075,SHILOH TABERNACLE CHURCH OF GOD IN CHRIST
382876911,V HECHZAKTA BO
382880567,GREATER DETROIT AND WINDSOR JAPAN AMERICA SOCIETY
382881576,VIA DOLORSA GOSPEL TABERNACLE
382881807,RADEMACHER LODGE NON-PROFIT HOUSING CORPORATION
382882228,CHAPEL HILL CHRISTIAN SOCIAL OUTREACH PROGRAMS INC
382883689,TEAMSTER RANK AND FILE EDUCATION AND LEGAL DEFENSE FOUNDATION
382884861,RHEMA CHURCH OF THE LIVING GOD INC
382885952,GRANDMONT ROSEDALE DEVELOPMENT CORPORATION
382888082,NEW METROPOLITAN DETROIT CLUB OF THE NATIONAL ASSOCIATION OF NEGRO
382888227,NEW FELLOWSHIP CHURCH OF THE ROCK C/O ANDREW HAWK
382893722,NEW VISIONS MISSIONARY BAPTIST CHURCH
382896273,BAGLEY HOUSING ASSOCIATION
382896575,GREATER FELLOWSHIP MISSIONARY BAPTIST CHURCH
382902071,OPTIMIST INTERNATIONAL
382902459,APOSTOLIC FAITH PRAYER TEMPLE
382902481,WILLIAM T & ANN D MCCORMICK EDUC AND CHARITABLE FOUNDATION
382903655,WALKING IN THE LIGHT MINISTRIES
382905856,EMMANUEL COMMUNITY HOUSE INC
382905981,ISLAMIC CENTER OF NORTH DETROIT
382908358,AUTOMOTIVE PRESS ASSOCIATION
382908758,PEACE BAPTIST CHURCH
382909705,JAMES A CAMPBELL FOUNDATION
382909706,BABESWORLD INC
382910063,GREAT COMMISSION BAPTIST CHURCH
382912375,LORD OF LORDS MISSIONARY BAPTIST CHURCH
382914073,CHURCH OF THE LIVING GOD
382915067,TOASTMASTERS INTERNATIONAL
382915871,THE HEIDELBERG PROJECT
382918048,SOUTHFIELD COMMUNITY FOUNDATION
382919138,ESKIES REUNION COMMITTEE
382921702,FAITH FOR DELIVERANCE CENTER
382923236,APOSTOLIC CHURCH OF JESUS
382924588,GREATER LOVE TABERNACLE CHURCH OF GOD IN CHRIST
382924910,GREATER MITCHELL TEMPLE CHURCH OF GOD IN CHRIST
382930406,MICHIGAN ACADEMY OF SLEEP MEDICINE
382930581,LIONS CLUBS OF METROPOLITAN DETROIT FUND
382930915,MT ZION NEW COVENANT BAPTIST CHURCH OF DETROIT
382931544,THE BIBLE-WAY APOSTOLIC TEMPLE C/O CLARK R JONES
382935580,MSGR CLEMENT KERN EDUCATIONAL PROJECT
382936744,GOSPEL TABERNACLE INC
382937009,BOSTON EDISON DEVELOPMENT INC
382937466,LITTLE ROCK MISSIONARY BAPTIST CHURCH TREE OF LIFE FOUNDATION
382938866,MICHIGAN EMERGENCY SERVICES P C
382938956,METROPOLITAN RACQUET CLUB JUNIOR TENNIS PROGRAM
382938993,DETROIT CATHOLIC PASTORAL ALLIANCE
382940844,DOVE CHRISTIAN CENTER CHURCH INC
382942876,WORD FAITH COVENANT CHURCH
382943208,KNIGHTS OF THE ROAD MOTORCYCLE CLUB
382944676,WORD OF LIFE TEMPLE OF JESUS CHRIST CHURCH
382946617,FAITH OUTREACH TABERNACLE MINISTRIES
382947606,EDMUNDS PROGRAMS FOR HUMAN SERVICES INCORPORATED
382947657,HENRY FORD MACOMB HOSPITAL CORPORATION
382948643,THE CONVENTIONAL BAPTIST CHURCH C/O ANNIE J HARRIEL
382949723,ASSOCIATION OF CITY OF DETROIT SUPERVISORS INC
382950201,THE FRIENDS OF DCI INC
382952618,COMMUNITY CHRISTIAN FELLOWSHIP
382953534,ST PATRICK SENIOR CENTER INC
382954050,GODS WORD BAPTIST CHURCH
382956984,SIGMA THETA TAU INTERNATIONAL
382957013,GREATER UNITED TEMPLE OF CHRIST
382957142,CHRISTIAN DELIVERANCE CENTER CHURCH CORPORATION
382957526,GROSSE POINTE JEWISH COUNCIL INC
382959707,HOUSE OF PRAYER EVANGELICAL CHURCH
382959958,PHILIPPINE AMERICAN ASSOCIATION OF FAMILY PHYSICIANS - USA
382961791,GOSPEL OF DELIVERANCE MISSIONARY BAPTIST CHURCH
382962540,ACTION OUTREACH MINISTRY
382967597,INTERNATIONAL UNION UNITED AUTO AEROSPACE & AGRICULTURAL WORKERS
382968338,FIBERGLASS ESTATE COMMUNITY HALL INC
382971968,MAURICE & JANE SUGAR LAW CENTER FOR ECONOMIC AND SOCIAL JUSTICE
382972571,PUROLATOR PRODUCTS CO TR U-SUB PLAN
382974455,BODY OF CHRIST MEMORIAL TEMPLE
382975514,PFRS YAMATO CORP
382975829,NEW HOPE COMMUNITY DEVELOPMENT NON-PROFIT HOUSING CORPORATION
382976411,GREAT FAITH MINISTRIES INTL INC
382977401,GENERATORS CLUB OF DETROIT INC
382977476,DETROIT ALLIANCE FOR FAIR BANKING
382980465,ABUNDANT LIFE FULL GOSPEL WORSHIP CENTER INC
382982568,PARENTS ADVISORY COMMITTEE OF DETROIT AREA PRE-COLLEGE ENGINEERI
382983116,WAYNE COUNTY SHERIFFS YOUTH EDUCATION FUND
382988089,GENESIS FOUNDATION
382988789,FOUNTAIN OF LIFE OUTREACH MINISTRIES
382989747,MATRIX THEATRE COMPANY INC
382990137,MOSES CHAPEL CHURCH OF THE LIVING GOD
382990181,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES
382991486,SING A NEW SONG FELLOWSHIP MISSION
382992248,CHRISTIAN YOUTH PRODUCTION MINISTRY
382992577,DETROIT RENAISSANCE LIONS FOUNDATION INC
382993092,KINGDOM OF GOD MINISTRIES INC
382994871,GREATER GRACE TEMPLE OF THE APOSTOLIC FAITH INC
382995984,CORNERSTONE SCHOOLS ASSOCIATION
382996076,MICHIGAN BLACK HORSEMANS ASSOCIATION INC
382996365,BODY OF CHRIST CHRISTIAN CENTER
382998777,NEW MT HERMON MISSIONARY BAPTIST CHURCH
382999442,HOUSE OF UNDEMINATIONAL WORSHIP
383000022,COMMONWEALTH DEVELOPMENT CORPORATION INC
383001180,MICHIGAN FUTURE INC
383001284,HERLONG CATHEDRAL SCHOOL
383003103,CHRIST FIRST CHURCH
383003373,SALT MINE CHURCH
383003821,JUBILEE FOUNDATION
383006549,PEOPLE UNITED TOGETHER
383006639,MASJID AL-IKHLAS & AL-IKHLAS TRAINING ACADEMY
383007566,ALPHA KAPPA ALPHA FOUNDATION OF DETROIT
383007893,102ND CO B USCTBLACK HISTORY GROUP
383008651,PEOPLE UNITED AS ONE
383010938,TRUE CHURCH OF GOD OF THE APOSTOLIC FAITH
383011312,CLARK ASSOCIATES INC
383015158,L I F T WOMENS RESOURCE CENTER
383015163,CHURCH OF JESUS OUR LORD
383017670,ASCENDING CHURCH OF THE COSMIC CHRIST
383020322,COVENANT OF PEACE CHRISTIAN CENTER
383020874,GREATER SOUTHERN MISSIONARY BAPTIST CHURCH
383020960,JOINT FRATERNAL DEVELOPMENT CORPORATION
383023574,AMBASSADORS FOR CHRIST MINISTRIES
383025057,MOTOR CITY BLIGHT BUSTERS INC
383025336,NEW LIFE CHRISTIAN MINISTRIES INC
383027410,ARTS LEAGUE OF MICHIGAN INC
383030623,MIGHTY WARRIOR MINISTRIES
383031512,NORTOWN COMMUNITY DEVELOPMENT
383035689,DAMASCUS BAPTIST CHURCH
383036294,UNITY APOSTOLIC CATHEDRAL OF THE UNITY APOSTOLIC ASSEMBLIES OF THE
383036661,TAMMIE R MURRAY MEMORIAL SCHOLARSHIP FUND
383038109,RUSSELL WOODS CHURCH OF CHRIST
383038681,SOUTHWEST DETROIT COMMUNITY DEVELOPMENT CORPORATION SDCDC
383038785,DETROIT SUMMER
383043083,WELLSPRING
383043891,MASJID AL-HAQQ
383047073,HELEN L KAY CHARITABLE TRUST
383047082,JESUS MINISTRIES
383047849,REACH PROJECT INC
383049423,CHURCH OF THE LIVING GOD CHRISTIAN CENTER
383050521,CENTRAL CARE MANAGEMENT ORGANIZATION
383052205,IMPROVED BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE WORLD
383053253,DO THE WORD MINISTRIES AND CHRISTIAN CENTER INC
383056852,PRAISE CHRISTIAN TABERNACLE
383057606,URBAN HOSPITAL CARE PLUS
383059530,REDEEMED CHRISTIAN CHURCH OF GOD MICHIGAN INC
383059817,GREATER GRACE TEMPLE NON PROFIT HOUSING CORP
383061750,STRETCHING OUT IN GODS MINISTRY
383063817,DETROIT IMPACT INC
383064919,UNIVERSITY SURGEONS PC
383066908,UNITED PRAYER SUPPORT ASSEMBLY
383068006,SOUTHWEST DETROIT ENVIRONMENTAL VISION PROJECT
383068654,MINERVA EDUCATION AND DEVELOPMENT FOUNDATION
383068701,CHRISTIAN UNITY MISSIONARY BAPTIST CHURCH
383068912,NEW HERITAGE BAPTIST CHURCH OF DETROIT
383069306,JESUS CHURCH
383069610,MOSAIC YOUTH THEATER OF DETROIT
383070452,ALPHA WOODWARD RESTORATION INC
383071289,ARTS PLACE
383073923,ALKEBU-LAN VILLAGE
383074337,HOSPICE FOUNDATION OF WESTERN MICHIGAN
383074659,VICTORIA PARK HOMEOWNERS ASSOCIATION
383075486,GOSPEL LIGHTHOUSE MINISTRIES CHURCH
383076103,FRIENDS OF DETROIT CITY AIRPORT COMMUNITY DEVELOPMENT CORPORATION
383076756,POLISH AMERICAN HISTORIC SITE ASSOCIATION INC
383077056,OPEN DOOR BIBLE FELLOWSHIP
383079201,NEW SAINT PAUL INSPIRATIONAL TEMPLE
383080640,ST IGNATIUS NON-PROFIT HOUSING CORPORATION
383080819,CHRISTIAN METHODIST EPISCOPAL CHURCH
383080909,REDEEMED TEMPLE
383081441,IMANI MINISTRIES
383081615,AMERICAN INDIAN HEALTH AND FAMILY SERVICES OF SOUTHEASTERN MI INC
383082511,ECHOES OF REVELATION N D CHURCH
383083017,CITY SHELTER INC
383083668,WORLD MOVEMENT OF HOLINESS OF THE ANCIENT PATH CHURCH
383083785,NEW STAR LIGHT BAPTIST CHURCH
383085218,PENTECOSTAL CHURCH THE ETERNAL ROCK ASSEMBLIES OF GOD
383086750,METROPOLITAN DETROIT RESEARCH AND EDUCATION FOUNDATION
383087736,WOMENS INFORMAL NETWORK WIN
383089057,NEW BEGINNING MINISTRIES OF DETROIT
383090201,BENJAMIN E MAYS MALE ACADEMY ASSOCIATION
383091767,KAPPA DETROIT FOUNDATION
383093894,KENDALL COMMUNITY DEVELOPMENT CORPORATION
383094394,COMMUNITY HEALTH AND SOCIAL SERVICES CENTER
383094659,RAY L HUNTER SCHOLARSHIP FUND
383096014,NEW HOME FULL GOSPEL CHRISTIAN CENTER
383096559,CREEKSIDE COMMUNITY DEVELOPMENT CORPORATION
383098084,STUDIO G FOUNDATION
383098734,MINISTRIES OF THE CHURCH OF THE WHOLE ARMOUR OF GOD INC
383100064,BOULEVARD HARAMBEE-BUILDING UP LEADERS FOR VILLAGE DEVELOPMENT
383100433,JERUSALEM TEMPLE OF WORSHIP
383100712,LET-THEM-COME-MBC
383100716,JESUS CHRIST IS OUR LORD CHURCH
383100842,PRESENCE OF GOD HOLY SPIRIT CHURCH OF DELIVERANCE
383105517,GREATER REHOBOTH CHURCH OF GOD
383106603,BRIDE OF CHRIST CHURCH
383106707,ST PAUL MISSIONARY BAPTIST CHURCH
383107059,COMING KINGDOM MINISTRIES INC
383108737,FUNDAMENTAL BAPTIST CHURCH
383111315,BROTHERS AND SISTERS OF LOVE YOUTH ORGANIZATION
383111320,CITIZENS WITH CHALLENGES
383111624,DETROIT MUSICIANS ALLIANCE INC
383112348,LUTHERAN NON-PROFIT HOUSING CORP ANN ARBOR-SEQUOIA PLACE
383112421,FAMILIES ON THE MOVE INC
383113586,ALLIANCE FOR A SAFER GREATER
383114021,IBO CULTURAL ASSOCIATION OF MICHIGAN
383116541,THE PENTECOSTAL TEMPLE BAPTIST CHURCH
383116810,WORD OF LIFE CHRISTIAN CENTER INC
383118322,HARTFORD DEVELOPMENT FOUNDATION
383119123,TABERNACLE OF PRAISE CHRISTIAN CENTER
383121176,TRUE CHURCH OUTREACH MINISTRIES
383121989,GABRIEL RICHARD HISTORICAL SOCIETY INC
383122488,DUNAMIS
383124115,100 BLACK MEN OF GREATER DETROIT INC
383124125,GREATER SHIP OF ZION MISSIONARY BAPTIST CHURCH
383125077,EDO HERITAGE FOUNDATION OF MICHIGAN
383125564,NATIONAL ASSOCIATION OF NEGRO BUSINESS AND PROFESSIONAL WOMENS C
383127000,EVERGREEN-LAHSER-SEVEN-EIGHT MILE ROADS COMMUNITY COUNCIL
383128279,CHARLIE & VICKIE SCRUGGS MINISTRIES INC
383128822,CENTRAL DETROIT CHRISTIAN COMMUNITY DEVELOPMENT CORPORATION
383129349,TRINITY COMMUNITY SERVICES AND EDUCATIONAL FOUNDATION
383129825,RITA ETHINGTON DELIVERANCE MINISTRY OF HELPS INC
383130387,BIBLEWAY TEMPLE FOR BETTER LIVING INC
383134375,NEW GREATER LOVE BAPTIST CHURCH
383134678,HOSPICE OF METROPOLITAN DETROIT INC
383136276,YOUNG DETROIT BUILDERS
383136379,THE ANOINTED PRAISE CENTER
383139357,ASIAN PACIFIC AMERICAN LABOR ALLIANCE AFL-CIO
383139526,IGLESIA DE JESUCRISTO EL BUEN SAMARITANO
